lat,lon,ele,time,level1,level2,level3
51.605102,-0.881766,109.469984,2022-08-07T09:04:04.332Z,6378209.469984,109.469984,0.0
51.605174,-0.881669,109.469984,2022-08-07T09:04:23.233Z,6378209.469984,109.469984,0.0
51.60514,-0.881814,109.469984,2022-08-07T09:04:29.220Z,6378209.469984,109.469984,0.0
51.605032,-0.881864,109.469984,2022-08-07T09:04:33.233Z,6378209.469984,109.469984,0.0
51.604929,-0.881875,109.469984,2022-08-07T09:04:39.231Z,6378209.469984,109.469984,0.0
51.605084,-0.881817,109.469984,2022-08-07T09:06:13.216Z,6378209.469984,109.469984,0.0
51.605151,-0.881694,109.469984,2022-08-07T09:06:20.217Z,6378209.469984,109.469984,0.0
51.605213,-0.881569,109.469984,2022-08-07T09:06:28.221Z,6378209.469984,109.469984,0.0
51.605314,-0.881593,109.469984,2022-08-07T09:06:32.224Z,6378209.469984,109.469984,0.0
51.605427,-0.881617,109.263142,2022-08-07T09:06:36.220Z,6378209.263142,109.263142,-0.20684199999999464
51.605527,-0.88161,109.012459,2022-08-07T09:06:39.227Z,6378209.012459,109.012459,-0.45752499999998975
51.605634,-0.881608,108.744464,2022-08-07T09:06:43.227Z,6378208.744464,108.744464,-0.725520000000003
51.60575,-0.881613,108.453842,2022-08-07T09:06:48.227Z,6378208.453842,108.453842,-1.016142000000002
51.605848,-0.881606,108.208164,2022-08-07T09:06:51.228Z,6378208.208164,108.208164,-1.2618200000000002
51.605953,-0.881594,107.944534,2022-08-07T09:06:54.228Z,6378207.944534,107.944534,-1.5254499999999922
51.606051,-0.881593,107.699092,2022-08-07T09:06:57.215Z,6378207.699092,107.699092,-1.7708920000000035
51.606172,-0.881612,107.394614,2022-08-07T09:07:01.228Z,6378207.394614,107.394614,-2.0753699999999924
51.606295,-0.881644,107.082571,2022-08-07T09:07:04.231Z,6378207.082571,107.082571,-2.387412999999995
51.606397,-0.881668,106.824402,2022-08-07T09:07:08.231Z,6378206.824402,106.824402,-2.6455819999999903
51.606497,-0.881659,106.573565,2022-08-07T09:07:13.228Z,6378206.573565,106.573565,-2.8964189999999945
51.606609,-0.881662,106.293027,2022-08-07T09:07:16.227Z,6378206.293027,106.293027,-3.1769570000000016
51.606737,-0.881661,105.972452,2022-08-07T09:07:19.227Z,6378205.972452,105.972452,-3.4975319999999925
51.606859,-0.881658,105.666873,2022-08-07T09:07:22.225Z,6378205.666873,105.666873,-3.8031110000000012
51.606974,-0.881631,105.375814,2022-08-07T09:07:25.227Z,6378205.375814,105.375814,-4.094169999999991
51.607086,-0.881613,105.093921,2022-08-07T09:07:28.227Z,6378205.093921,105.093921,-4.376063000000002
51.607184,-0.881603,104.916381,2022-08-07T09:07:31.227Z,6378204.916381,104.916381,-4.553602999999995
51.607275,-0.881596,104.821173,2022-08-07T09:07:34.217Z,6378204.821173,104.821173,-4.648810999999995
51.607395,-0.881594,104.695761,2022-08-07T09:07:38.229Z,6378204.695761,104.695761,-4.774222999999992
51.607494,-0.881591,104.592282,2022-08-07T09:07:42.225Z,6378204.592282,104.592282,-4.877701999999999
51.607585,-0.881584,104.497075,2022-08-07T09:07:46.227Z,6378204.497075,104.497075,-4.972909000000001
51.607691,-0.881566,104.385685,2022-08-07T09:07:51.227Z,6378204.385685,104.385685,-5.0842990000000015
51.607802,-0.881544,104.268809,2022-08-07T09:07:56.229Z,6378204.268809,104.268809,-5.201174999999992
51.607907,-0.881519,104.157886,2022-08-07T09:08:00.229Z,6378204.157886,104.157886,-5.312097999999992
51.608004,-0.88146,104.049525,2022-08-07T09:08:04.223Z,6378204.049525,104.049525,-5.420458999999994
51.608107,-0.881411,103.937286,2022-08-07T09:08:09.219Z,6378203.937286,103.937286,-5.532697999999996
51.608213,-0.881411,103.826511,2022-08-07T09:08:14.217Z,6378203.826511,103.826511,-5.643473
51.608313,-0.88141,103.722004,2022-08-07T09:08:18.229Z,6378203.722004,103.722004,-5.747979999999998
51.608403,-0.881373,103.624932,2022-08-07T09:08:22.218Z,6378203.624932,103.624932,-5.8450519999999955
51.6085,-0.881449,103.512199,2022-08-07T09:08:26.219Z,6378203.512199,103.512199,-5.957785000000001
51.608592,-0.881547,103.396921,2022-08-07T09:08:30.227Z,6378203.396921,103.396921,-6.0730629999999906
51.608676,-0.881646,103.288135,2022-08-07T09:08:36.228Z,6378203.288135,103.288135,-6.181849
51.608757,-0.881729,103.1878,2022-08-07T09:08:41.228Z,6378203.1878,103.1878,-6.282184000000001
51.608852,-0.881821,103.188123,2022-08-07T09:08:46.217Z,6378203.188123,103.188123,-6.281860999999992
51.60894,-0.881933,104.062402,2022-08-07T09:08:50.227Z,6378204.062402,104.062402,-5.407581999999991
51.609034,-0.88201,104.88442,2022-08-07T09:08:54.229Z,6378204.88442,104.88442,-4.585563999999991
51.609115,-0.882089,105.622536,2022-08-07T09:08:59.214Z,6378205.622536,105.622536,-3.847448
51.609201,-0.882159,106.373616,2022-08-07T09:09:04.226Z,6378206.373616,106.373616,-3.0963679999999982
51.609292,-0.882253,107.216293,2022-08-07T09:09:09.226Z,6378207.216293,107.216293,-2.2536910000000034
51.609375,-0.882319,107.937802,2022-08-07T09:09:13.226Z,6378207.937802,107.937802,-1.5321819999999917
51.609461,-0.88243,108.796866,2022-08-07T09:09:17.225Z,6378208.796866,108.796866,-0.6731180000000023
51.609541,-0.88254,109.616807,2022-08-07T09:09:22.220Z,6378209.616807,109.616807,0.1468229999999977
51.609589,-0.88269,110.433589,2022-08-07T09:09:26.217Z,6378210.433589,110.433589,0.9636050000000012
51.609648,-0.882813,111.185877,2022-08-07T09:09:29.228Z,6378211.185877,111.185877,1.7158930000000083
51.609716,-0.882919,111.923552,2022-08-07T09:09:32.224Z,6378211.923552,111.923552,2.453568000000004
51.609785,-0.883051,112.758697,2022-08-07T09:09:35.226Z,6378212.758697,112.758697,3.2887130000000013
51.609813,-0.883214,113.577304,2022-08-07T09:09:38.219Z,6378213.577304,113.577304,4.107320000000001
51.609834,-0.883371,114.354669,2022-08-07T09:09:41.226Z,6378214.354669,114.354669,4.884685000000005
51.609873,-0.883548,115.263742,2022-08-07T09:09:45.225Z,6378215.263742,115.263742,5.793757999999997
51.609909,-0.883727,116.174469,2022-08-07T09:09:49.227Z,6378216.174469,116.174469,6.704485000000005
51.609939,-0.883887,116.983456,2022-08-07T09:09:53.228Z,6378216.983456,116.983456,7.513472000000007
51.609989,-0.884081,117.519837,2022-08-07T09:09:58.226Z,6378217.519837,117.519837,8.049852999999999
51.610034,-0.884221,117.873521,2022-08-07T09:10:02.227Z,6378217.873521,117.873521,8.403537
51.610078,-0.884366,118.235602,2022-08-07T09:10:06.228Z,6378218.235602,118.235602,8.765618000000003
51.61014,-0.884499,118.608717,2022-08-07T09:10:10.226Z,6378218.608717,118.608717,9.138733000000002
51.610175,-0.884651,118.972431,2022-08-07T09:10:14.228Z,6378218.972431,118.972431,9.502447000000004
51.610226,-0.884782,119.319321,2022-08-07T09:10:18.226Z,6378219.319321,119.319321,9.849337000000006
51.610267,-0.884914,119.650452,2022-08-07T09:10:22.220Z,6378219.650452,119.650452,10.180468000000005
51.610311,-0.885044,119.982624,2022-08-07T09:10:26.228Z,6378219.982624,119.982624,10.512640000000005
51.61035,-0.885183,120.324834,2022-08-07T09:10:30.223Z,6378220.324834,120.324834,10.854849999999999
51.61039,-0.885327,120.678758,2022-08-07T09:10:34.229Z,6378220.678758,120.678758,11.208774000000005
51.610435,-0.885456,121.010715,2022-08-07T09:10:38.229Z,6378221.010715,121.010715,11.540731000000008
51.610492,-0.885577,121.351457,2022-08-07T09:10:42.227Z,6378221.351457,121.351457,11.881473
51.610567,-0.885678,121.704681,2022-08-07T09:10:46.226Z,6378221.704681,121.704681,12.234696999999997
51.610637,-0.885798,122.07406,2022-08-07T09:10:50.227Z,6378222.07406,122.07406,12.604076000000006
51.610713,-0.885903,122.435842,2022-08-07T09:10:54.228Z,6378222.435842,122.435842,12.965857999999997
51.610771,-0.886033,122.794973,2022-08-07T09:10:58.228Z,6378222.794973,122.794973,13.324989000000002
51.610849,-0.886136,123.159407,2022-08-07T09:11:02.225Z,6378223.159407,123.159407,13.689423000000005
51.610938,-0.88621,123.52128,2022-08-07T09:11:06.219Z,6378223.52128,123.52128,14.051296000000008
51.611013,-0.886325,123.630409,2022-08-07T09:11:11.227Z,6378223.630409,123.630409,14.160425000000004
51.61109,-0.886442,123.66624,2022-08-07T09:11:16.226Z,6378223.66624,123.66624,14.196256000000005
51.611135,-0.886578,123.698629,2022-08-07T09:11:20.227Z,6378223.698629,123.698629,14.228645
51.611178,-0.886707,123.729401,2022-08-07T09:11:24.222Z,6378223.729401,123.729401,14.259417
51.611233,-0.886845,123.763866,2022-08-07T09:11:28.226Z,6378223.763866,123.763866,14.293881999999996
51.61129,-0.886997,123.801186,2022-08-07T09:11:32.227Z,6378223.801186,123.801186,14.331202000000005
51.611345,-0.887139,123.836361,2022-08-07T09:11:36.227Z,6378223.836361,123.836361,14.366377
51.611428,-0.887254,123.87342,2022-08-07T09:11:41.234Z,6378223.87342,123.87342,14.403436
51.611494,-0.887369,123.906332,2022-08-07T09:11:46.224Z,6378223.906332,123.906332,14.43634800000001
51.611595,-0.887447,123.944244,2022-08-07T09:11:51.226Z,6378223.944244,123.944244,14.474260000000001
51.61168,-0.887549,123.980122,2022-08-07T09:11:56.218Z,6378223.980122,123.980122,14.510137999999998
51.611749,-0.887648,124.0114,2022-08-07T09:12:00.228Z,6378224.0114,124.0114,14.541415999999998
51.6118,-0.887807,124.049013,2022-08-07T09:12:04.225Z,6378224.049013,124.049013,14.579029000000006
51.6118,-0.887966,124.082431,2022-08-07T09:12:07.232Z,6378224.082431,124.082431,14.612447000000003
51.61178,-0.888116,124.114676,2022-08-07T09:12:10.221Z,6378224.114676,124.114676,14.644692000000006
51.611744,-0.88826,124.147302,2022-08-07T09:12:13.225Z,6378224.147302,124.147302,14.677318
51.611714,-0.888432,124.184851,2022-08-07T09:12:18.225Z,6378224.184851,124.184851,14.714866999999998
51.611697,-0.888592,124.196305,2022-08-07T09:12:22.221Z,6378224.196305,124.196305,14.726320999999999
51.611664,-0.888751,124.120513,2022-08-07T09:12:26.224Z,6378224.120513,124.120513,14.650529000000006
51.611618,-0.888891,124.048906,2022-08-07T09:12:30.226Z,6378224.048906,124.048906,14.578922000000006
51.611581,-0.889059,123.968318,2022-08-07T09:12:35.225Z,6378223.968318,123.968318,14.498334
51.611556,-0.889224,123.891534,2022-08-07T09:12:40.226Z,6378223.891534,123.891534,14.421549999999996
51.611542,-0.88937,123.824745,2022-08-07T09:12:45.226Z,6378223.824745,123.824745,14.354760999999996
51.611507,-0.88952,123.752301,2022-08-07T09:12:50.224Z,6378223.752301,123.752301,14.282317000000006
51.611451,-0.889646,123.68225,2022-08-07T09:12:54.215Z,6378223.68225,123.68225,14.212266
51.611394,-0.889802,123.60042,2022-08-07T09:12:58.218Z,6378223.60042,123.60042,14.130436000000003
51.611353,-0.889937,123.532478,2022-08-07T09:13:02.226Z,6378223.532478,123.532478,14.062494000000001
51.611307,-0.890066,123.465226,2022-08-07T09:13:06.217Z,6378223.465226,123.465226,13.995242000000005
51.611263,-0.890223,123.387352,2022-08-07T09:13:11.227Z,6378223.387352,123.387352,13.91736800000001
51.611223,-0.890385,123.308535,2022-08-07T09:13:16.223Z,6378223.308535,123.308535,13.83855100000001
51.611173,-0.890529,123.233946,2022-08-07T09:13:22.227Z,6378223.233946,123.233946,13.763962000000006
51.611093,-0.890603,123.166779,2022-08-07T09:13:31.227Z,6378223.166779,123.166779,13.696795000000009
51.611055,-0.890759,123.091019,2022-08-07T09:13:38.224Z,6378223.091019,123.091019,13.621035000000006
51.611011,-0.890895,123.021689,2022-08-07T09:13:44.227Z,6378223.021689,123.021689,13.551704999999998
51.610943,-0.891026,122.944497,2022-08-07T09:13:50.229Z,6378222.944497,122.944497,13.474513000000002
51.610831,-0.891068,123.034469,2022-08-07T09:16:32.241Z,6378223.034469,123.034469,13.564485000000005
51.610772,-0.891192,123.259187,2022-08-07T09:16:38.236Z,6378223.259187,123.259187,13.789203
51.610696,-0.891281,123.47687,2022-08-07T09:16:42.233Z,6378223.47687,123.47687,14.006886000000009
51.61062,-0.891395,123.71747,2022-08-07T09:16:46.234Z,6378223.71747,123.71747,14.24748600000001
51.610547,-0.891524,123.968534,2022-08-07T09:16:51.239Z,6378223.968534,123.968534,14.498550000000009
51.610477,-0.891633,124.1941,2022-08-07T09:16:55.226Z,6378224.1941,124.1941,14.72411600000001
51.610403,-0.891748,124.432328,2022-08-07T09:16:59.254Z,6378224.432328,124.432328,14.962344000000002
51.610315,-0.891876,124.707029,2022-08-07T09:17:03.235Z,6378224.707029,124.707029,15.237045000000009
51.610233,-0.891998,124.965646,2022-08-07T09:17:07.231Z,6378224.965646,124.965646,15.49566200000001
51.610169,-0.892102,125.17627,2022-08-07T09:17:11.236Z,6378225.17627,125.17627,15.706286000000006
51.610108,-0.892214,125.390574,2022-08-07T09:17:15.228Z,6378225.390574,125.390574,15.920590000000004
51.610047,-0.892332,125.611441,2022-08-07T09:17:19.233Z,6378225.611441,125.611441,16.141457000000003
51.609977,-0.892471,125.868886,2022-08-07T09:17:24.234Z,6378225.868886,125.868886,16.398902000000007
51.609909,-0.892606,126.118943,2022-08-07T09:17:29.236Z,6378226.118943,126.118943,16.648959000000005
51.609844,-0.892726,126.34801,2022-08-07T09:17:33.228Z,6378226.34801,126.34801,16.878026000000006
51.609775,-0.892845,126.582219,2022-08-07T09:17:37.259Z,6378226.582219,126.582219,17.112235
51.609705,-0.892968,126.822225,2022-08-07T09:17:41.229Z,6378226.822225,126.822225,17.352241000000006
51.609633,-0.893084,127.058159,2022-08-07T09:17:45.235Z,6378227.058159,127.058159,17.588175000000007
51.609559,-0.893199,127.145577,2022-08-07T09:17:49.232Z,6378227.145577,127.145577,17.675593000000006
51.609472,-0.893315,127.233822,2022-08-07T09:17:54.251Z,6378227.233822,127.233822,17.763838000000007
51.609398,-0.893419,127.310557,2022-08-07T09:17:58.231Z,6378227.310557,127.310557,17.840573000000006
51.609339,-0.893529,127.381075,2022-08-07T09:18:02.231Z,6378227.381075,127.381075,17.911091
51.609267,-0.89362,127.452582,2022-08-07T09:18:06.256Z,6378227.452582,127.452582,17.98259800000001
51.609186,-0.893731,127.535677,2022-08-07T09:18:11.236Z,6378227.535677,127.535677,18.06569300000001
51.60911,-0.893849,127.618158,2022-08-07T09:18:16.242Z,6378227.618158,127.618158,18.148173999999997
51.609049,-0.893982,127.698376,2022-08-07T09:18:21.234Z,6378227.698376,127.698376,18.228392
51.608984,-0.894104,127.776365,2022-08-07T09:18:26.227Z,6378227.776365,127.776365,18.306381000000002
51.608914,-0.894215,127.853118,2022-08-07T09:18:31.235Z,6378227.853118,127.853118,18.383134
51.608846,-0.894338,127.933015,2022-08-07T09:18:36.236Z,6378227.933015,127.933015,18.463031
51.608788,-0.89445,128.003768,2022-08-07T09:18:41.251Z,6378228.003768,128.003768,18.53378400000001
51.608707,-0.894574,128.091083,2022-08-07T09:18:46.235Z,6378228.091083,128.091083,18.621099
51.608647,-0.894693,128.165452,2022-08-07T09:18:50.231Z,6378228.165452,128.165452,18.69546799999999
51.608596,-0.894818,128.238017,2022-08-07T09:18:54.232Z,6378228.238017,128.238017,18.768033000000017
51.608547,-0.894974,128.322835,2022-08-07T09:18:59.234Z,6378228.322835,128.322835,18.852851
51.608499,-0.895113,128.399999,2022-08-07T09:19:04.233Z,6378228.399999,128.399999,18.93001500000001
51.608453,-0.895261,128.474404,2022-08-07T09:19:09.238Z,6378228.474404,128.474404,19.004419999999996
51.608407,-0.895391,128.478863,2022-08-07T09:19:14.251Z,6378228.478863,128.478863,19.008878999999993
51.608335,-0.895526,128.484166,2022-08-07T09:19:20.271Z,6378228.484166,128.484166,19.01418199999999
51.608265,-0.895628,128.488696,2022-08-07T09:19:24.228Z,6378228.488696,128.488696,19.018712000000008
51.608195,-0.895738,128.493389,2022-08-07T09:19:28.234Z,6378228.493389,128.493389,19.02340500000001
51.608121,-0.895829,128.497857,2022-08-07T09:19:32.315Z,6378228.497857,128.497857,19.027873000000014
51.60804,-0.895917,128.502546,2022-08-07T09:19:37.227Z,6378228.502546,128.502546,19.032562
51.607963,-0.896003,128.507043,2022-08-07T09:19:43.226Z,6378228.507043,128.507043,19.037059000000013
51.607872,-0.896107,128.512398,2022-08-07T09:19:49.228Z,6378228.512398,128.512398,19.042413999999994
51.607787,-0.896198,128.517296,2022-08-07T09:19:54.227Z,6378228.517296,128.517296,19.04731199999999
51.607693,-0.896267,128.522253,2022-08-07T09:19:59.218Z,6378228.522253,128.522253,19.05226900000001
51.607614,-0.896354,128.526846,2022-08-07T09:20:04.226Z,6378228.526846,128.526846,19.05686200000001
51.607521,-0.896416,128.531676,2022-08-07T09:20:08.217Z,6378228.531676,128.531676,19.061692000000008
51.607441,-0.896502,128.536292,2022-08-07T09:20:14.221Z,6378228.536292,128.536292,19.066308000000006
51.607343,-0.896576,128.541486,2022-08-07T09:20:20.216Z,6378228.541486,128.541486,19.071501999999995
51.607265,-0.896666,128.54609,2022-08-07T09:20:26.222Z,6378228.54609,128.54609,19.076105999999996
51.607183,-0.896761,128.550938,2022-08-07T09:20:32.222Z,6378228.550938,128.550938,19.080954000000006
51.607106,-0.896843,128.555368,2022-08-07T09:20:38.227Z,6378228.555368,128.555368,19.08538399999999
51.607011,-0.89689,128.560137,2022-08-07T09:20:43.226Z,6378228.560137,128.560137,19.090153
51.606934,-0.89703,129.597105,2022-08-07T09:20:48.226Z,6378229.597105,129.597105,20.127121000000002
51.606901,-0.897193,130.581276,2022-08-07T09:20:52.226Z,6378230.581276,130.581276,21.111292000000006
51.606897,-0.897362,131.552132,2022-08-07T09:20:57.224Z,6378231.552132,131.552132,22.082148000000004
51.606917,-0.897533,132.551021,2022-08-07T09:21:02.227Z,6378232.551021,132.551021,23.081036999999995
51.606941,-0.897695,133.507082,2022-08-07T09:21:07.227Z,6378233.507082,133.507082,24.037098
51.606983,-0.897844,134.446401,2022-08-07T09:21:12.228Z,6378234.446401,134.446401,24.976417000000012
51.606994,-0.898008,135.393323,2022-08-07T09:21:18.220Z,6378235.393323,135.393323,25.923339000000013
51.606961,-0.898153,136.27983,2022-08-07T09:21:23.226Z,6378236.27983,136.27983,26.809846000000007
51.606977,-0.898298,137.125244,2022-08-07T09:21:30.225Z,6378237.125244,137.125244,27.655260000000013
51.606969,-0.898457,138.04098,2022-08-07T09:21:36.223Z,6378238.04098,138.04098,28.570995999999994
51.606994,-0.898601,138.899309,2022-08-07T09:21:41.217Z,6378238.899309,138.899309,29.42932499999999
51.60698,-0.898762,139.83255,2022-08-07T09:21:47.222Z,6378239.83255,139.83255,30.362566
51.607006,-0.898918,140.75976,2022-08-07T09:21:52.225Z,6378240.75976,140.75976,31.289776000000003
51.606996,-0.899073,141.654331,2022-08-07T09:21:57.225Z,6378241.654331,141.654331,32.18434700000002
51.606965,-0.899232,142.610997,2022-08-07T09:22:02.228Z,6378242.610997,142.610997,33.141013
51.606944,-0.899405,143.622902,2022-08-07T09:22:07.226Z,6378243.622902,143.622902,34.152918000000014
51.606944,-0.899566,144.54713,2022-08-07T09:22:12.228Z,6378244.54713,144.54713,35.07714600000001
51.606996,-0.899696,145.761499,2022-08-07T09:22:17.226Z,6378245.761499,145.761499,36.29151499999999
51.607001,-0.899856,147.886989,2022-08-07T09:22:23.226Z,6378247.886989,147.886989,38.417005
51.606911,-0.899891,149.864939,2022-08-07T09:23:24.231Z,6378249.864939,149.864939,40.394954999999996
51.606781,-0.899993,152.954303,2022-08-07T09:24:57.238Z,6378252.954303,152.954303,43.48431900000001
51.606692,-0.900053,155.015532,2022-08-07T09:25:06.229Z,6378255.015532,155.015532,45.54554800000001
51.60656,-0.90021,158.521367,2022-08-07T09:25:45.255Z,6378258.521367,158.521367,49.051383
51.606456,-0.900318,161.165114,2022-08-07T09:26:15.238Z,6378261.165114,161.165114,51.69512999999999
51.606362,-0.900372,163.297215,2022-08-07T09:27:23.240Z,6378263.297215,163.297215,53.827231
51.606277,-0.900426,165.2493,2022-08-07T09:27:32.230Z,6378265.2493,165.2493,55.77931600000001
51.606198,-0.900508,167.257258,2022-08-07T09:27:42.252Z,6378267.257258,167.257258,57.78727400000001
51.605993,-0.900749,172.679756,2022-08-07T09:32:02.243Z,6378272.679756,172.679756,63.209772
51.605964,-0.900906,174.852979,2022-08-07T09:32:13.231Z,6378274.852979,174.852979,65.38299500000001
51.605903,-0.90103,176.951765,2022-08-07T09:32:25.228Z,6378276.951765,176.951765,67.481781
51.605824,-0.901104,178.904256,2022-08-07T09:32:34.238Z,6378278.904256,178.904256,69.434272
51.605775,-0.901314,181.880658,2022-08-07T09:33:26.236Z,6378281.880658,181.880658,72.41067400000001
51.605757,-0.901457,183.732984,2022-08-07T09:33:40.233Z,6378283.732984,183.732984,74.26299999999999
51.605781,-0.901599,184.895617,2022-08-07T09:33:56.232Z,6378284.895617,184.895617,75.42563299999999
51.605704,-0.901692,186.120028,2022-08-07T09:34:07.234Z,6378286.120028,186.120028,76.650044
51.60556,-0.901968,188.967787,2022-08-07T09:35:45.239Z,6378288.967787,188.967787,79.49780299999999
51.605504,-0.902091,190.172652,2022-08-07T09:35:54.239Z,6378290.172652,190.172652,80.702668
51.605454,-0.902219,191.367275,2022-08-07T09:36:13.233Z,6378291.367275,191.367275,81.89729100000001
51.60541,-0.902425,193.088291,2022-08-07T09:37:13.254Z,6378293.088291,193.088291,83.618307
51.605383,-0.902571,194.291784,2022-08-07T09:37:58.235Z,6378294.291784,194.291784,84.82180000000001
51.60532,-0.902687,195.509189,2022-08-07T09:38:07.230Z,6378295.509189,195.509189,86.039205
51.605281,-0.902828,196.728609,2022-08-07T09:38:17.225Z,6378296.728609,196.728609,87.25862500000001
51.605242,-0.902973,197.976965,2022-08-07T09:38:25.229Z,6378297.976965,197.976965,88.50698100000001
51.605187,-0.903104,199.226197,2022-08-07T09:38:36.225Z,6378299.226197,199.226197,89.75621300000002
51.605121,-0.903216,200.445943,2022-08-07T09:38:45.232Z,6378300.445943,200.445943,90.975959
51.605057,-0.903333,201.67768,2022-08-07T09:38:57.238Z,6378301.67768,201.67768,92.20769600000001
51.605022,-0.90347,202.848022,2022-08-07T09:39:06.228Z,6378302.848022,202.848022,93.37803799999999
51.604982,-0.903608,204.051161,2022-08-07T09:39:17.221Z,6378304.051161,204.051161,94.58117700000001
51.60496,-0.903761,205.291892,2022-08-07T09:39:28.223Z,6378305.291892,205.291892,95.821908
51.60491,-0.903889,206.486525,2022-08-07T09:39:38.225Z,6378306.486525,206.486525,97.016541
51.604865,-0.904021,206.502053,2022-08-07T09:39:47.216Z,6378306.502053,206.502053,97.03206899999999
51.604805,-0.90413,206.514257,2022-08-07T09:40:04.230Z,6378306.514257,206.514257,97.04427299999999
51.604694,-0.904446,206.544678,2022-08-07T09:42:20.227Z,6378306.544678,206.544678,97.07469400000001
51.604642,-0.904569,206.557145,2022-08-07T09:42:24.232Z,6378306.557145,206.557145,97.087161
51.604591,-0.904723,206.571769,2022-08-07T09:42:29.230Z,6378306.571769,206.571769,97.10178499999999
51.604542,-0.904852,206.58444,2022-08-07T09:42:33.224Z,6378306.58444,206.58444,97.114456
51.6045,-0.904986,206.597017,2022-08-07T09:42:37.228Z,6378306.597017,206.597017,97.127033
51.604452,-0.905142,206.611605,2022-08-07T09:42:42.217Z,6378306.611605,206.611605,97.141621
51.604403,-0.905292,206.625807,2022-08-07T09:42:47.227Z,6378306.625807,206.625807,97.15582300000001
51.604358,-0.905423,206.638351,2022-08-07T09:42:52.224Z,6378306.638351,206.638351,97.168367
51.60431,-0.905571,206.652341,2022-08-07T09:42:57.218Z,6378306.652341,206.652341,97.18235700000001
51.604269,-0.905704,206.664783,2022-08-07T09:43:02.225Z,6378306.664783,206.664783,97.194799
51.604221,-0.905861,206.679447,2022-08-07T09:43:08.224Z,6378306.679447,206.679447,97.20946300000001
51.604167,-0.906014,206.694192,2022-08-07T09:43:13.228Z,6378306.694192,206.694192,97.22420799999999
51.604125,-0.906162,206.707827,2022-08-07T09:43:18.224Z,6378306.707827,206.707827,97.23784300000001
51.604078,-0.906327,206.723038,2022-08-07T09:43:23.226Z,6378306.723038,206.723038,97.253054
51.604035,-0.906472,206.99976,2022-08-07T09:43:26.227Z,6378306.99976,206.99976,97.52977600000001
51.603985,-0.906606,207.801684,2022-08-07T09:43:29.225Z,6378307.801684,207.801684,98.3317
51.603931,-0.906734,208.595469,2022-08-07T09:43:32.228Z,6378308.595469,208.595469,99.12548500000001
51.603869,-0.906873,209.47336,2022-08-07T09:43:35.227Z,6378309.47336,209.47336,100.00337600000002
51.603811,-0.906992,210.249348,2022-08-07T09:43:38.227Z,6378310.249348,210.249348,100.779364
51.603775,-0.90714,211.064729,2022-08-07T09:43:44.227Z,6378311.064729,211.064729,101.594745
51.603672,-0.907519,213.186962,2022-08-07T09:47:03.231Z,6378313.186962,213.186962,103.716978
51.603657,-0.907687,214.057656,2022-08-07T09:47:07.231Z,6378314.057656,214.057656,104.58767200000001
51.603668,-0.907848,214.888563,2022-08-07T09:47:13.226Z,6378314.888563,214.888563,105.41857900000001
51.60365,-0.908005,215.707574,2022-08-07T09:47:18.216Z,6378315.707574,215.707574,106.23759
51.603638,-0.908171,216.564898,2022-08-07T09:47:23.228Z,6378316.564898,216.564898,107.094914
51.603571,-0.908302,217.435448,2022-08-07T09:47:29.227Z,6378317.435448,217.435448,107.96546400000001
51.603497,-0.9084,218.22685,2022-08-07T09:47:36.226Z,6378318.22685,218.22685,108.75686600000002
51.603414,-0.908514,219.127948,2022-08-07T09:47:51.226Z,6378319.127948,219.127948,109.657964
51.603337,-0.908653,220.083428,2022-08-07T09:47:55.227Z,6378320.083428,220.083428,110.613444
51.603265,-0.908753,220.868808,2022-08-07T09:47:58.227Z,6378320.868808,220.868808,111.398824
51.603172,-0.908866,221.650394,2022-08-07T09:48:02.227Z,6378321.650394,221.650394,112.18041000000001
51.603098,-0.908969,221.857591,2022-08-07T09:48:05.229Z,6378321.857591,221.857591,112.38760700000002
51.603026,-0.909078,222.066928,2022-08-07T09:48:08.229Z,6378322.066928,222.066928,112.596944
51.602956,-0.909185,222.271379,2022-08-07T09:48:11.229Z,6378322.271379,222.271379,112.801395
51.602881,-0.909294,222.48539,2022-08-07T09:48:14.227Z,6378322.48539,222.48539,113.015406
51.602824,-0.909419,222.689402,2022-08-07T09:48:17.228Z,6378322.689402,222.689402,113.219418
51.602755,-0.909561,222.926595,2022-08-07T09:48:21.227Z,6378322.926595,222.926595,113.456611
51.602697,-0.909699,223.145809,2022-08-07T09:48:26.230Z,6378323.145809,223.145809,113.67582500000002
51.602639,-0.909826,223.353196,2022-08-07T09:48:30.228Z,6378323.353196,223.353196,113.883212
51.602579,-0.909961,223.57159,2022-08-07T09:48:34.229Z,6378323.57159,223.57159,114.10160599999999
51.602511,-0.910128,223.834302,2022-08-07T09:48:38.230Z,6378323.834302,223.834302,114.36431800000001
51.602466,-0.910256,224.027805,2022-08-07T09:48:41.224Z,6378324.027805,224.027805,114.557821
51.60246,-0.910431,224.258388,2022-08-07T09:48:45.226Z,6378324.258388,224.258388,114.788404
51.602483,-0.910592,224.475732,2022-08-07T09:48:49.225Z,6378324.475732,224.475732,115.005748
51.602473,-0.910762,224.700388,2022-08-07T09:48:54.227Z,6378324.700388,224.700388,115.23040400000001
51.602436,-0.910908,224.907841,2022-08-07T09:48:58.227Z,6378324.907841,224.907841,115.437857
51.602455,-0.911064,225.116985,2022-08-07T09:49:02.227Z,6378325.116985,225.116985,115.647001
